"locus"	"product"	"p_id"	"AP"	"GP"
Bd3516	LysR family transcriptional regulator	NP_970248.1	1.707197516	13.72691393
Bd3517	hypothetical protein	NP_970249.1	2.427100083	50.82128022
Bd3518	hypothetical protein	NP_970250.1	14.29201164	141.3655719
Bd3519	dnaK deletion suppressor protein	NP_970251.1	5152.510397	2332.397814
Bd3520	hypothetical protein	NP_970252.1	9.634532069	61.62190708
Bd3521	TetR family transcriptional regulator	NP_970253.1	12.90069453	247.687398
Bd3522	penicillin-binding protein transpeptidase	NP_970254.1	876.6440063	68.24898216
Bd3523	hypothetical protein	NP_970255.1	3.115195467	29.57065006
Bd3524	exodeoxyribonuclease III	NP_970256.1	1.760920515	164.0070238
Bd3525	hypothetical protein	NP_970257.1	1.716897502	210.9083129
Bd3526	hypothetical protein	NP_970258.1	30.11355619	73.05690015
Bd3527	two-component system sensor histidine	NP_970259.1	176.0491769	23.47501222
Bd3528	signal transduction histidine kinase	NP_970260.1	92.08082145	3.21767152
Bd3529	hypothetical protein	NP_970261.1	244.7777891	107.4571963
Bd3530	hypothetical protein	NP_970262.1	165.7860325	6.458436377
Bd3531	hypothetical protein	NP_970263.1	75.17736655	8.177382084
Bd3532	hypothetical protein	NP_970264.1	3370.967416	9.852651115
Bd3533	serine esterase	NP_970265.1	6.090327883	6.278200943
Bd3534	carboxyl-terminal protease	NP_970266.1	1.529026997	1.920986531
Bd3535	hypothetical protein	NP_970267.1	0	0
Bd3536	ADP-L-glycero-D-mannoheptose-6-epimerase	NP_970268.1	3.742092388	579.8346188
Bd3537	phenylalanine 4-monooxygenase	NP_970269.1	2.600464375	224.1944476
Bd3538	RNA methyltransferase	NP_970270.1	2.306671453	204.7903619
Bd3539	phosphodiesterase/ alkaline phosphatase D	NP_970271.1	0.457839334	108.1384441
Bd3540	hypothetical protein	NP_970272.1	7.370096594	851.86382
Bd3541	hypothetical protein	NP_970273.1	78.42133733	3914.458288
Bd3542	diaminohydroxyphosphoribosylaminopyrimidine	NP_970274.1	2.549991227	164.8822456
Bd3543	4-hydroxyphenylpyruvate dioxygenase	NP_970275.1	4.850762347	316.4222168
Bd3544	hypothetical protein	NP_970276.1	2.582683422	173.0529747
Bd3545	hypothetical protein	NP_970277.1	0.264369169	52.25654787
Bd3546	RRM3/PIF1 helicase-like protein	NP_970278.1	0.228919667	46.01635918
Bd3547	metallopeptidase	NP_970279.1	0.455767663	10.68856608
Bd3548	hypothetical protein	NP_970280.1	1155.407263	11.35164008
Bd3549	rhodanese-related sulfurtransferase	NP_970281.1	119.1908399	613.0401629
Bd3551	hypothetical protein	NP_970282.1	124.6962413	275.5623023
Bd3552	hypothetical protein	NP_970283.1	0	0
Bd3553	hypothetical protein	NP_970284.1	0.321804005	22.64063679
Bd3554	hypothetical protein	NP_970285.1	0	13.98287158
Bd3555	hypothetical protein	NP_970286.1	0.391924722	18.38267008
Bd3556	short chain dehydrogenase	NP_970287.1	0.424998538	37.02019332
Bd3557	hypothetical protein	NP_970288.1	0	110.0783494
Bd3558	hypothetical protein	NP_970289.1	2.877847241	252.0569552
Bd3560	3-methyl-2-oxobutanoate	NP_970290.1	20.22123724	14.0605542
Bd3561	pantothenate synthetase	NP_970291.1	15.58833922	9.373702797
Bd3562	flavoprotein	NP_970292.1	19.61225223	8.923044008
Bd3564	pantothenate kinase	NP_970293.1	17.63661247	10.5043829
Bd3565	ion in bacteria.	NP_970294.1	16.92174178	51.2929017
Bd3566	ABC transporter| ATP-binding protein	NP_970295.1	1.778444924	31.41619814
Bd3567	hypothetical protein	NP_970296.1	1.475819098	210.135755
Bd3568	hypothetical protein	NP_970297.1	7.583516379	14.98344771
Bd3569	ABC-type transporter| ATPase component	NP_970298.1	98.18701683	60.82007163
Bd3570	TonB-like protein	NP_970299.1	3.357488448	310.1356525
Bd3571	outer membrane receptor	NP_970300.1	0.164852133	64.61871715
Bd3572	hypothetical protein	NP_970301.1	10.54708413	33.56865295
Bd3573	polar amino acid transport system	NP_970302.1	3.407976996	91.34074304
Bd3575	putative soluble lytic murein transglycosylase	NP_970303.1	4.282194139	22.45530282
Bd3576	hydroxymethylglutaryl-CoA lyase	NP_970304.1	13.55908796	116.8107579
Bd3577	acyl-CoA carboxylase subunit alpha	NP_970305.1	0	90.34182853
Bd3578	pyruvate carboxylase	NP_970306.1	0	56.1281352
Bd3579	enoyl-CoA hydratase/isomerase family protein	NP_970307.1	0.387402513	59.70327627
Bd3580	3-methylcrotonoyl-CoA carboxylase beta subunit	NP_970308.1	0.375838259	40.92250848
Bd3581	hypothetical protein	NP_970309.1	1.42534887	58.89515153
Bd3582	hypothetical protein	NP_970310.1	0	1167.952142
Bd3584	hypothetical protein	NP_970311.1	0.291111715	65.34500331
Bd3585	hypothetical protein	NP_970312.1	1.151138897	865.8087543
Bd3586	hypothetical protein	NP_970313.1	0	97.84891247
Bd3588	hypothetical protein	NP_970314.1	0	91.51275951
Bd3590	ABC-type daunorubicin resistance ATP-binding	NP_970315.1	0	116.9513244
Bd3591	ABC-type transport system| permease component	NP_970316.1	0	23.6590875
Bd3592	hypothetical protein	NP_970317.1	0	25.37242862
Bd3594	hypothetical protein	NP_970318.1	0.481936141	50.05288192
Bd3595	hypothetical protein	NP_970319.1	0	0
Bd3596	hypothetical protein	NP_970320.1	5.924979615	43.30951453
Bd3597	hypothetical protein	NP_970321.1	249.1609848	10.14897145
Bd3598	hypothetical protein	NP_970322.1	0.722040527	4.838040153
Bd3599	hypothetical protein	NP_970323.1	0.195962361	1.313047863
Bd3600	hypothetical protein	NP_970324.1	0	6.367043409
Bd3601	hypothetical protein	NP_970325.1	0.419686056	60.46038304
Bd3602	hypothetical protein	NP_970326.1	1.984722235	147.9475062
Bd3603	hypothetical protein	NP_970327.1	11.91050647	8.867386003
Bd3604	hypothetical protein	NP_970328.1	5.998490528	6.698824827
Bd3605	hypothetical protein	NP_970329.1	7.439889175	8.308509297
Bd3606	hypothetical protein	NP_970330.1	0	4.293298991
Bd3607	hypothetical protein	NP_970331.1	0.757328221	11.41759288
Bd3608	hypothetical protein	NP_970332.1	0.441774796	4.440175009
Bd3609	putative aminopeptidase	NP_970333.1	0.905390143	20.47469465
Bd3610	hypothetical protein	NP_970334.1	0.633488386	946.5671202
Bd3611	hypothetical protein	NP_970335.1	0	100.5180045
Bd3613	sensory transduction histidine kinase	NP_970336.1	2.850697739	82.13485998
Bd3614	hypothetical protein	NP_970337.1	2.554610776	24.45313773
Bd3615	hypothetical protein	NP_970338.1	0.329165534	17.64461703
Bd3616	spermidine synthase	NP_970339.1	1.408736412	95.96574052
Bd3617	hypothetical protein	NP_970340.1	3.406147701	3085.985982
Bd3618	hypothetical protein	NP_970341.1	8.588923937	193.5778624
Bd3619	hypothetical protein	NP_970342.1	537.5515716	589.6552412
Bd3620	hypothetical protein	NP_970343.1	10504.6066	8831.8423
Bd3621	LysR family transcriptional regulator	NP_970344.1	140.4239468	728.7672259
Bd3622	aminopeptidase	NP_970345.1	7.542184195	763.7530018
Bd3623	Mg-protoporphyrin IX monomethyl ester oxidative	NP_970346.1	0.192222621	37.35170122
Bd3624	hypothetical protein	NP_970347.1	0	77.87383862
Bd3625	3-demethylubiquinone-9 3-methyltransferase	NP_970348.1	0	9.472373352
Bd3626	hypothetical protein	NP_970349.1	0.689894887	152.5473825
Bd3627	hypothetical protein	NP_970350.1	1.664870305	28.44647659
Bd3628	hypothetical protein	NP_970351.1	2.289196669	171.2831147
Bd3629	hypothetical protein	NP_970352.1	3.14764542	50.6179951
Bd3630	low molecular weight heat shock protein	NP_970353.1	95.81125572	170.7842924
Bd3631	hypothetical protein	NP_970354.1	39.66033229	204.5810635
Bd3632	hypothetical protein	NP_970355.1	8.788057012	140.4168097
Bd3633	asparaginase	NP_970356.1	1.746670291	355.0086747
Bd3634	hypothetical protein	NP_970357.1	25.48247643	46.14745992
Bd3635	hypothetical protein	NP_970358.1	16.86340352	59.55058247
Bd3636	hypothetical protein	NP_970359.1	1.631168477	136.6207695
Bd3637	ABC transporter ATP-binding protein	NP_970360.1	0	23.10491068
Bd3638	hypothetical protein	NP_970361.1	0.829009493	141.6470645
Bd3639	hypothetical protein	NP_970362.1	0.46631784	46.86851398
Bd3641	hypothetical protein	NP_970363.1	5.665761756	554.688863
Bd3642	hypothetical protein	NP_970364.1	0	6.981792428
Bd3643	hypothetical protein	NP_970365.1	1.85155613	13.64700848
Bd3645	putative methylated-DNA methyltransferase	NP_970366.1	0	95.61176853
Bd3646	efflux pump component MtrF	NP_970367.1	0.391163703	53.73042846
Bd3647	hypothetical protein	NP_970368.1	0.327028096	12.0519036
Bd3648	two-component hybrid sensor and regulator	NP_970369.1	0.532934674	2.678200799
Bd3649	response regulator	NP_970370.1	1.408736412	4.719626583
Bd3650	two-component hybrid sensor and regulator	NP_970371.1	3.800930319	11.75454168
Bd3651	hypothetical protein	NP_970372.1	32.54181111	150.556088
Bd3652	hypothetical protein	NP_970373.1	27.67160809	244.7463499
Bd3653	hypothetical protein	NP_970374.1	34.41425659	205.2840912
Bd3654	hypothetical protein	NP_970375.1	0	4.999308158
Bd3655	hypothetical protein	NP_970376.1	0	6.367043409
Bd3656	MFS permease	NP_970377.1	0.738811639	17.32645309
Bd3657	hypothetical protein	NP_970378.1	10.45255838	105.0562162
Bd3659	hypothetical protein	NP_970379.1	25.7325757	29.55795334
Bd3660	hypothetical protein	NP_970380.1	82.75022034	37.49481119
Bd3661	hypothetical protein	NP_970381.1	0	36.59132176
Bd3662	phosphohydrolase	NP_970382.1	0.414504747	20.83045066
Bd3664	hypothetical protein	NP_970383.1	0.623682065	12.53696473
Bd3665	hypothetical protein	NP_970384.1	0.445684307	29.11654586
Bd3666	hypothetical protein	NP_970385.1	4.128059567	60.85223455
Bd3667	hypothetical protein	NP_970386.1	18.37116321	33.95756485
Bd3668	hypothetical protein	NP_970387.1	2.117335057	107.4175672
Bd3670	exodeoxyribonuclease	NP_970388.1	2.342433801	62.78200943
Bd3671	hypothetical protein	NP_970389.1	36.91151896	79.64736289
Bd3673	hypothetical protein	NP_970390.1	13.86788707	36.6797066
Bd3674	hypothetical protein	NP_970391.1	12.51944845	55.28895887
Bd3675	transcriptional regulator	NP_970392.1	12.82813983	55.71162983
Bd3676	hypothetical protein	NP_970393.1	0.603141637	82.84781633
Bd3677	transcriptional regulator protein Pai2	NP_970394.1	0.46631784	51.55536538
Bd3678	hypothetical protein	NP_970395.1	1.002235358	92.33796785
Bd3679	hypothetical protein	NP_970396.1	0.616052926	73.26967691
Bd3680	hypothetical protein	NP_970397.1	8.057972276	130.4819429
Bd3681	putative ATP-dependent helicase	NP_970398.1	0.173364292	37.75295102
Bd3682	hypothetical protein	NP_970399.1	9.779092568	56.78825772
Bd3683	hypothetical protein	NP_970400.1	67.7773369	255.4553024
Bd3684	hypothetical protein	NP_970401.1	3.503466207	90.96567236
Bd3685	hypothetical protein	NP_970402.1	0	0
Bd3686	hypothetical protein	NP_970403.1	0	0
Bd3687	hypothetical protein	NP_970404.1	14.74019319	293.0082318
Bd3688	hypothetical protein	NP_970405.1	0	0
Bd3689	alpha/beta hydrolase superfamily protein	NP_970406.1	0	0
Bd3690	putative transport protein	NP_970407.1	0	0
Bd3691	hypothetical protein	NP_970408.1	0	0
Bd3693	hypothetical protein	NP_970409.1	0	0
Bd3694	type I restriction-modification system	NP_970410.1	0	0
Bd3695	type I restriction-modification system| S	NP_970411.1	0	0
Bd3696	type I restriction enzyme M protein	NP_970412.1	0	0
Bd3697	hypothetical protein	NP_970413.1	0	0
Bd3699	hypothetical protein	NP_970414.1	158995.88	17527.32444
Bd3700	hypothetical protein	NP_970415.1	0.259599622	233.0863005
Bd3701	hypothetical protein	NP_970416.1	2.599345895	46.80803848
Bd3702	hypothetical protein	NP_970417.1	2.138527674	8.597536323
Bd3703	hypothetical protein	NP_970418.1	0	100.7977392
Bd3704	putative zinc metallo protease	NP_970419.1	1.60517376	193.5987064
Bd3705	serine/threonine protein kinase	NP_970420.1	1.549610053	50.87757456
Bd3706	hypothetical protein	NP_970421.1	0	0
Bd3707	hypothetical protein	NP_970422.1	0	0
Bd3708	hypothetical protein	NP_970423.1	0	0
Bd3709	dipeptidyl	NP_970424.1	0.370311226	120.3418021
Bd3711	hypothetical protein	NP_970425.1	0	14.31620063
Bd3712	LysR family transcriptional regulator	NP_970426.1	1.730664149	345.570734
Bd3714	hypothetical protein	NP_970427.1	20.94274973	4644.159287
Bd3715	hypothetical protein	NP_970428.1	24.00691222	587.4834665
Bd3716	hypothetical protein	NP_970429.1	8.788057012	110.9745754
Bd3718	TetR family transcriptional regulator	NP_970430.1	82.80728721	110.3212714
Bd3719	hypothetical protein	NP_970431.1	387.4852327	130.8982554
Bd3720	hypothetical protein	NP_970432.1	216.0874918	99.25097079
Bd3721	hypothetical protein	NP_970433.1	905.4616215	182.343187
Bd3723	isocitrate dehydrogenase	NP_970434.1	0.982679546	2950.658739
Bd3724	hypothetical protein	NP_970435.1	0.330606084	39.50492689
Bd3725	hypothetical protein	NP_970436.1	0.24096807	5.65113183
Bd3726	hypothetical protein	NP_970437.1	0.771836425	9.050471666
Bd3727	outer membrane lipoprotein Blc	NP_970438.1	0.530129755	47.9538901
Bd3728	hypothetical protein	NP_970439.1	1.266976773	112.4844336
Bd3730	hypothetical protein	NP_970440.1	0.69947676	707.7145612
Bd3731	DNA polymerase III gamma and tau subunits	NP_970441.1	2339.50011	441.6189498
Bd3732	hypothetical protein	NP_970442.1	6.52844976	1043.605578
Bd3733	DNA repair and genetic recombination protein	NP_970443.1	2.456698865	340.745528
Bd3734	hypothetical protein	NP_970444.1	6.613234822	192.5869847
Bd3735	quinolinate synthetase	NP_970445.1	31.90656724	186.5425078
Bd3736	hypothetical protein	NP_970446.1	9.56602854	18.8521397
Bd3737	hypothetical protein	NP_970447.1	14379.78984	23.18381455
Bd3738	hypothetical protein	NP_970448.1	147.057994	16.19775843
Bd3739	hypothetical protein	NP_970449.1	5.561483933	2.070265648
Bd3740	hypothetical protein	NP_970450.1	0.853598758	51.47592722
Bd3741	hypothetical protein	NP_970451.1	1.900465159	52.20975595
Bd3742	hypothetical protein	NP_970452.1	1.590389265	436.9132209
Bd3743	hypothetical protein	NP_970453.1	1.09483319	198.9874083
Bd3744	hypothetical protein	NP_970454.1	5.722991673	26.84287619
Bd3745	hypothetical protein	NP_970455.1	0.222842154	3.732890494
Bd3748	hypothetical protein	NP_970456.1	7.461085441	7.498962237
Bd3749	ATP-dependent protease LA	NP_970457.1	896.8368182	814.4305622
Bd3750	serine/threonine kinase protein	NP_970458.1	67.73537741	79.13149105
Bd3751	hypothetical protein	NP_970459.1	62.85824238	154.7718146
Bd3752	hypothetical protein	NP_970460.1	64.0345735	48.7046001
Bd3753	ATP-dependent protease ATP-binding subunit	NP_970461.1	1038.956148	107.0164403
Bd3754	ATP-dependent Clp protease proteolytic subunit	NP_970462.1	425.1242415	23.76431695
Bd3755	aminopeptidase A/I	NP_970463.1	25.93509041	450.6112937
Bd3756	hypothetical protein	NP_970464.1	3.325814029	20.69289108
Bd3757	hypothetical protein	NP_970465.1	19.08000043	86.22154819
Bd3758	hypothetical protein	NP_970466.1	0	1.349813203
Bd3759	hypothetical protein	NP_970467.1	0.242126571	10.54541565
Bd3760	putative glutamate--cysteine ligase	NP_970468.1	2.884715612	56.37644641
Bd3761	hypothetical protein	NP_970469.1	0.271495023	32.74479468
Bd3762	adventurous gliding motility protein R	NP_970470.1	0.844061342	58.44163308
Bd3763	putative arsenical pump-driving ATPase	NP_970471.1	1.312373335	227.5336588
Bd3764	trigger factor	NP_970472.1	2.529614584	1468.461167
Bd3765	hypothetical protein	NP_970473.1	0	0
Bd3766	hypothetical protein	NP_970474.1	709.5634822	14.50834255
Bd3767	hypothetical protein	NP_970475.1	0	0
Bd3768	hypothetical protein	NP_970476.1	2.774195964	5.719547469
Bd3769	hypothetical protein	NP_970477.1	4.684867602	1491.072724
Bd3770	hypothetical protein	NP_970478.1	2.189666379	520.8518337
Bd3771	membrane protein related to	NP_970479.1	161.3232254	140.8341688
Bd3772	hypothetical protein	NP_970480.1	6458.683547	58.78711347
Bd3773	UTP-glucose-1-phosphate uridylyltransferase	NP_970481.1	13.65758013	48.04419874
Bd3774	hypothetical protein	NP_970482.1	10.21333899	43.65654589
Bd3775	primosomal replication factor Y	NP_970483.1	3.101492262	47.99555743
Bd3776	hypothetical protein	NP_970484.1	190.2976488	125.3397974
Bd3778	hypothetical protein	NP_970485.1	550.0304374	531.7981335
Bd3779	hypothetical protein	NP_970486.1	8776.698636	85.48816951
Bd3780	30S ribosomal protein S2	NP_970487.1	124.4623106	7116.610691
Bd3782	elongation factor Ts	NP_970488.1	42.05009804	1473.218455
Bd3783	hypothetical protein	NP_970489.1	35.12666486	1382.424236
Bd3784	hypothetical protein	NP_970490.1	15.08176629	561.2191257
Bd3785	undecaprenyl pyrophosphate synthetase	NP_970491.1	13.56699414	349.8495444
Bd3786	phosphatidate cytidylyltransferase	NP_970492.1	2.527141843	165.7028752
Bd3787	zinc metalloprotease	NP_970493.1	98.91955213	65.31354207
Bd3788	glycoprotein endopeptidase	NP_970494.1	22.71662397	44.51511626
Bd3789	putative ATP-binding protein	NP_970495.1	25.65627965	29.71286924
Bd3790	hypothetical protein	NP_970496.1	7.710978254	697.5111287
Bd3791	pseudouridylate synthase	NP_970497.1	0.944293626	275.2353484
Bd3792	hypothetical protein	NP_970498.1	3.02606255	128.8984711
Bd3793	putative 3-methyladenine DNA glycosylase	NP_970499.1	0	45.46003014
Bd3794	hemolysin III	NP_970500.1	25.06067933	166.3047367
Bd3795	cystathionine gamma-lyase	NP_970501.1	54.25632106	567.0607011
Bd3796	cystathionine beta-synthase	NP_970502.1	41.5597424	441.8801101
Bd3797	hypothetical protein	NP_970503.1	41.728785	1046.105232
Bd3798	hypothetical protein	NP_970504.1	0.689894887	11.55661989
Bd3799	hypothetical protein	NP_970505.1	3.099220106	10.38317848
Bd3800	hypothetical protein	NP_970506.1	270.125207	6802.751766
Bd3801	hypothetical protein	NP_970507.1	1.651223827	132.7685117
Bd3802	hypothetical protein	NP_970508.1	6.498364739	217.7118069
Bd3803	ABC-type organic solvent resistance transport	NP_970509.1	15.94482931	310.0922222
Bd3804	ABC-type organic solvent resistance transport	NP_970510.1	0.419686056	36.55744091
Bd3805	ABC-type organic solvent resistance	NP_970511.1	1.549610053	86.95911979
Bd3806	ABC-type organic solvent resistance transport	NP_970512.1	0.412805957	438.4126898
Bd3807	ABC transporter| ATP-binding protein	NP_970513.1	1.19436348	334.7856857
Bd3810	succinyl-CoA synthetase beta chain	NP_970514.1	3.37479509	1880.345454
Bd3811	succinyl-CoA synthetase alpha chain	NP_970515.1	7.268789424	696.9396347
Bd3812	hypothetical protein	NP_970516.1	0	12.01104969
Bd3813	universal stress protein	NP_970517.1	0	1.081581092
Bd3814	2|5-dichloro-2|5-cyclohexadiene-1|4-diol	NP_970518.1	0.40129344	0
Bd3815	hypothetical protein	NP_970519.1	0.227883831	0.763469006
Bd3816	peptide ABC transporter ATP-binding protein	NP_970520.1	0	4.253613034
Bd3817	peptide ABC transporter permease	NP_970521.1	0	1.286353116
Bd3818	hypothetical protein	NP_970522.1	0	9.059149012
Bd3819	hypothetical protein	NP_970523.1	6.519395045	2.184163758
Bd3820	hypothetical protein	NP_970524.1	11.84995923	14.17871011
Bd3821	hypothetical protein	NP_970525.1	1.805101316	6.652305211
Bd3822	hypothetical protein	NP_970526.1	21.39284675	20.90418677
Bd3823	hypothetical protein	NP_970527.1	0.46848676	5.231834119
Bd3824	hypothetical protein	NP_970528.1	3.676082243	7.389488336
Bd3825	hypothetical protein	NP_970529.1	1.027802586	81.49382431
Bd3826	hypothetical protein	NP_970530.1	0	84.36332517
Bd3827	hypothetical protein	NP_970531.1	5.674628363	1304.661001
Bd3828	RNA methyltransferase	NP_970532.1	1.022585314	57.38419073
Bd3829	hypothetical protein	NP_970533.1	3.997010057	235.6816703
Bd3830	hypothetical protein	NP_970534.1	2.148792607	86.38804497
